,Sell,Buying,Currency,Date
3402,11.7792,11.6781,Australian_dollar,10/24/2021
3403,11.8067,11.7071,Australian_dollar,10/20/2021
3404,11.7852,11.6862,Australian_dollar,10/19/2021
3405,11.656,11.5528,Australian_dollar,10/18/2021
3406,11.7108,11.6113,Australian_dollar,10/17/2021
3407,11.6954,11.6,Australian_dollar,10/14/2021
3408,11.6043,11.5046,Australian_dollar,10/13/2021
3409,11.648,11.5533,Australian_dollar,10/12/2021
3410,11.5887,11.4914,Australian_dollar,10/11/2021
3411,11.536,11.4287,Australian_dollar,10/10/2021
3412,11.4323,11.3338,Australian_dollar,10/6/2021
3413,11.4856,11.3888,Australian_dollar,10/5/2021
3414,11.499,11.4013,Australian_dollar,10/4/2021
3415,11.4508,11.3537,Australian_dollar,10/3/2021
3416,11.3523,11.2591,Australian_dollar,9/30/2021
3417,11.4134,11.3187,Australian_dollar,9/29/2021
3418,11.4442,11.3452,Australian_dollar,9/28/2021
3419,11.4491,11.3529,Australian_dollar,9/27/2021
3420,11.4539,11.3558,Australian_dollar,9/26/2021
3421,11.4809,11.3846,Australian_dollar,9/23/2021
3422,11.4417,11.3474,Australian_dollar,9/22/2021
3423,11.4608,11.363,Australian_dollar,9/21/2021
3424,11.3988,11.3008,Australian_dollar,9/20/2021
3425,11.465,11.3669,Australian_dollar,9/19/2021
3426,11.5481,11.4521,Australian_dollar,9/16/2021
3427,11.5496,11.4538,Australian_dollar,9/15/2021
3428,11.5655,11.4676,Australian_dollar,9/14/2021
3429,11.5975,11.4993,Australian_dollar,9/13/2021
3430,11.6068,11.5063,Australian_dollar,9/12/2021
3431,11.6511,11.5503,Australian_dollar,9/9/2021
3432,11.6407,11.5448,Australian_dollar,9/8/2021
3433,11.6649,11.5714,Australian_dollar,9/7/2021
3434,11.7301,11.6342,Australian_dollar,9/6/2021
3435,11.7616,11.6607,Australian_dollar,9/5/2021
3436,11.6508,11.5507,Australian_dollar,9/2/2021
3437,11.576,11.478,Australian_dollar,9/1/2021
3438,11.5551,11.4549,Australian_dollar,8/31/2021
3439,11.5087,11.4136,Australian_dollar,8/30/2021
3440,11.5273,11.4304,Australian_dollar,8/29/2021
3441,11.4544,11.3589,Australian_dollar,8/26/2021
3442,11.4354,11.3385,Australian_dollar,8/25/2021
3443,11.4261,11.3255,Australian_dollar,8/24/2021
3444,11.3264,11.2313,Australian_dollar,8/23/2021
3445,11.2486,11.1562,Australian_dollar,8/22/2021
3446,11.2999,11.2046,Australian_dollar,8/19/2021
3447,11.4358,11.3381,Australian_dollar,8/18/2021
3448,11.4955,11.3925,Australian_dollar,8/17/2021
3449,11.5574,11.4614,Australian_dollar,8/16/2021
3450,11.6216,11.5222,Australian_dollar,8/15/2021
3451,11.569,11.4715,Australian_dollar,8/11/2021
3452,11.5871,11.4898,Australian_dollar,8/10/2021
3453,11.6,11.499,Australian_dollar,8/9/2021
3454,11.6013,11.5,Australian_dollar,8/8/2021
3455,11.6874,11.5919,Australian_dollar,8/5/2021
3456,11.6876,11.5952,Australian_dollar,8/4/2021
3457,11.666,11.5681,Australian_dollar,8/3/2021
3458,11.6092,11.5135,Australian_dollar,8/2/2021
3459,11.5821,11.4862,Australian_dollar,8/1/2021
3460,11.6593,11.561,Australian_dollar,7/29/2021
3461,11.5789,11.4864,Australian_dollar,7/28/2021
3462,11.612,11.5155,Australian_dollar,7/27/2021
3463,11.6033,11.5059,Australian_dollar,7/26/2021
3464,11.6057,11.5088,Australian_dollar,7/25/2021
3465,11.6664,11.5656,Australian_dollar,7/18/2021
3466,11.7345,11.637,Australian_dollar,7/15/2021
3467,11.7581,11.6616,Australian_dollar,7/14/2021
3468,11.7838,11.6888,Australian_dollar,7/13/2021
3469,11.7504,11.6514,Australian_dollar,7/12/2021
3470,11.7964,11.6991,Australian_dollar,7/11/2021
3471,11.6938,11.5945,Australian_dollar,7/8/2021
3472,11.8578,11.7593,Australian_dollar,7/7/2021
3473,11.9374,11.8395,Australian_dollar,7/6/2021
3474,11.8611,11.7611,Australian_dollar,7/5/2021
3475,11.8528,11.7517,Australian_dollar,7/4/2021
3476,11.8111,11.7116,Australian_dollar,6/30/2021
3477,11.8317,11.7342,Australian_dollar,6/29/2021
3478,11.8972,11.8006,Australian_dollar,6/28/2021
3479,11.9417,11.8424,Australian_dollar,6/27/2021
3480,11.9249,11.8276,Australian_dollar,6/24/2021
3481,11.9154,11.8173,Australian_dollar,6/23/2021
3482,11.826,11.7254,Australian_dollar,6/22/2021
3483,11.8244,11.7277,Australian_dollar,6/21/2021
3484,11.7558,11.6546,Australian_dollar,6/20/2021
3485,11.8953,11.7944,Australian_dollar,6/17/2021
3486,12.1135,12.0139,Australian_dollar,6/16/2021
3487,12.087,11.99,Australian_dollar,6/15/2021
3488,12.1284,12.0271,Australian_dollar,6/14/2021
3489,12.1137,12.0126,Australian_dollar,6/13/2021
3490,12.1526,12.0467,Australian_dollar,6/10/2021
3491,12.1976,12.098,Australian_dollar,6/9/2021
3492,12.1944,12.0925,Australian_dollar,6/8/2021
3493,12.2263,12.1235,Australian_dollar,6/7/2021
3494,12.1942,12.0951,Australian_dollar,6/6/2021
3495,12.1633,12.062,Australian_dollar,6/3/2021
3496,12.1785,12.0818,Australian_dollar,6/2/2021
3497,12.1873,12.0831,Australian_dollar,6/1/2021
3498,12.1805,12.0776,Australian_dollar,5/31/2021
3499,12.1489,12.0448,Australian_dollar,5/30/2021
3500,12.2008,12.1017,Australian_dollar,5/27/2021
3501,12.231,12.1284,Australian_dollar,5/26/2021
3502,12.2281,12.1253,Australian_dollar,5/25/2021
3503,12.1604,12.0599,Australian_dollar,5/24/2021
3504,12.1682,12.0655,Australian_dollar,5/23/2021
3505,12.2165,12.1148,Australian_dollar,5/20/2021
3506,12.189,12.0856,Australian_dollar,5/19/2021
3507,12.2835,12.1836,Australian_dollar,5/18/2021
3508,12.1923,12.0914,Australian_dollar,5/17/2021
3509,12.3584,12.2556,Australian_dollar,5/11/2021
3510,12.3985,12.2959,Australian_dollar,5/10/2021
3511,12.3461,12.2361,Australian_dollar,5/9/2021
3512,12.2013,12.0939,Australian_dollar,5/6/2021
3513,12.1743,12.0702,Australian_dollar,5/5/2021
3514,12.1404,12.0413,Australian_dollar,5/4/2021
3515,12.1997,12.0968,Australian_dollar,4/28/2021
3516,12.2426,12.1419,Australian_dollar,4/27/2021
3517,12.2717,12.1708,Australian_dollar,4/26/2021
3518,12.2008,12.0967,Australian_dollar,4/25/2021
3519,12.201,12.102,Australian_dollar,4/22/2021
3520,12.1577,12.0569,Australian_dollar,4/21/2021
3521,12.244,12.1465,Australian_dollar,4/20/2021
3522,12.2507,12.1519,Australian_dollar,4/19/2021
3523,12.1784,12.0735,Australian_dollar,4/18/2021
3524,12.1968,12.0921,Australian_dollar,4/15/2021
3525,12.1077,12.0109,Australian_dollar,4/14/2021
3526,11.9965,11.8967,Australian_dollar,4/13/2021
3527,12.0161,11.9172,Australian_dollar,4/12/2021
3528,12.0062,11.9082,Australian_dollar,4/11/2021
3529,12.0663,11.9654,Australian_dollar,4/8/2021
3530,12.0392,11.937,Australian_dollar,4/7/2021
3531,12.0304,11.9289,Australian_dollar,4/6/2021
3532,12.0351,11.934,Australian_dollar,4/5/2021
3533,12.0012,11.8994,Australian_dollar,4/4/2021
3534,11.9461,11.8464,Australian_dollar,4/1/2021
3535,12.0093,11.9093,Australian_dollar,3/31/2021
3536,12.0121,11.9096,Australian_dollar,3/30/2021
3537,12.0754,11.9701,Australian_dollar,3/29/2021
3538,12.0602,11.9553,Australian_dollar,3/28/2021
3539,11.996,11.8909,Australian_dollar,3/25/2021
3540,12.0654,11.9617,Australian_dollar,3/24/2021
3541,12.1391,12.0335,Australian_dollar,3/23/2021
3542,12.2384,12.1353,Australian_dollar,3/22/2021
3543,12.2089,12.11,Australian_dollar,3/21/2021
3544,12.3118,12.209,Australian_dollar,3/18/2021
3545,12.1701,12.0686,Australian_dollar,3/17/2021
3546,12.217,12.1129,Australian_dollar,3/16/2021
3547,12.2014,12.0985,Australian_dollar,3/15/2021
3548,12.2298,12.1276,Australian_dollar,3/14/2021
3549,12.249,12.1463,Australian_dollar,3/11/2021
3550,12.1556,12.0545,Australian_dollar,3/10/2021
3551,12.1784,12.0718,Australian_dollar,3/9/2021
3552,12.0935,11.9924,Australian_dollar,3/8/2021
3553,12.1213,12.017,Australian_dollar,3/7/2021
3554,12.2558,12.1517,Australian_dollar,3/4/2021
3555,12.2871,12.1866,Australian_dollar,3/3/2021
3556,12.2995,12.1934,Australian_dollar,3/2/2021
3557,12.2075,12.102,Australian_dollar,3/1/2021
3558,12.1587,12.0521,Australian_dollar,2/28/2021
3559,12.5801,12.471,Australian_dollar,2/25/2021
3560,12.4796,12.3735,Australian_dollar,2/24/2021
3561,12.447,12.3428,Australian_dollar,2/23/2021
3562,12.4148,12.3105,Australian_dollar,2/22/2021
3563,12.377,12.2702,Australian_dollar,2/21/2021
3564,12.2348,12.1299,Australian_dollar,2/18/2021
3565,12.16,12.0627,Australian_dollar,2/17/2021
3566,12.2252,12.1295,Australian_dollar,2/16/2021
3567,12.1902,12.0887,Australian_dollar,2/15/2021
3568,12.1547,12.0469,Australian_dollar,2/14/2021
3569,12.1431,12.0453,Australian_dollar,2/11/2021
3570,12.15,12.0497,Australian_dollar,2/10/2021
3571,12.1284,12.0287,Australian_dollar,2/9/2021
3572,12.0287,11.9226,Australian_dollar,2/8/2021
3573,12.0705,11.9694,Australian_dollar,2/7/2021
3574,11.9819,11.8808,Australian_dollar,2/4/2021
3575,12.0228,11.923,Australian_dollar,2/3/2021
3576,12,11.8951,Australian_dollar,2/2/2021
3577,12.0605,11.9577,Australian_dollar,2/1/2021
3578,12.0751,11.9722,Australian_dollar,1/31/2021
3579,12.1806,12.0811,Australian_dollar,1/27/2021
3580,12.1857,12.0867,Australian_dollar,1/26/2021
3581,12.2081,12.1034,Australian_dollar,1/25/2021
3582,12.1905,12.0897,Australian_dollar,1/24/2021
3583,12.2826,12.1785,Australian_dollar,1/21/2021
3584,12.2079,12.1038,Australian_dollar,1/20/2021
3585,12.1641,12.0665,Australian_dollar,1/19/2021
3586,12.1025,12.0001,Australian_dollar,1/18/2021
3587,12.1305,12.0268,Australian_dollar,1/17/2021
3588,12.2289,12.1252,Australian_dollar,1/14/2021
3589,12.1874,12.0827,Australian_dollar,1/13/2021
3590,12.156,12.0519,Australian_dollar,1/12/2021
3591,12.1153,12.0124,Australian_dollar,1/11/2021
3592,12.2025,12.1039,Australian_dollar,1/10/2021
3593,12.3062,12.2007,Australian_dollar,1/6/2021
3594,12.1531,12.0526,Australian_dollar,1/5/2021
3595,12.1966,12.0932,Australian_dollar,1/4/2021
3596,12.1692,12.0634,Australian_dollar,1/3/2021
3597,12.2259,12.1195,Australian_dollar,12/31/2020
3598,12.1114,12.007,Australian_dollar,12/30/2020
3599,12.0092,11.904,Australian_dollar,12/29/2020
3600,11.9659,11.862,Australian_dollar,12/28/2020
3601,11.9891,11.8866,Australian_dollar,12/27/2020
3602,11.9824,11.8814,Australian_dollar,12/24/2020
3603,11.9271,11.8256,Australian_dollar,12/23/2020
3604,11.9209,11.8225,Australian_dollar,12/22/2020
3605,11.819,11.7131,Australian_dollar,12/21/2020
3606,11.9976,11.8924,Australian_dollar,12/20/2020
3607,12.049,11.9437,Australian_dollar,12/17/2020
3608,11.9356,11.8309,Australian_dollar,12/16/2020
3609,11.8866,11.7875,Australian_dollar,12/15/2020
3610,11.9423,11.8443,Australian_dollar,12/14/2020
3611,11.888,11.7873,Australian_dollar,12/13/2020
3612,11.8086,11.7073,Australian_dollar,12/10/2020
3613,11.7864,11.69,Australian_dollar,12/9/2020
3614,11.676,11.571,Australian_dollar,12/8/2020
3615,11.631,11.5342,Australian_dollar,12/7/2020
3616,11.6875,11.5828,Australian_dollar,12/6/2020
3617,11.6794,11.5754,Australian_dollar,12/3/2020
3618,11.5777,11.4857,Australian_dollar,12/2/2020
3619,11.5637,11.4655,Australian_dollar,12/1/2020
3620,11.6095,11.5061,Australian_dollar,11/30/2020
3621,11.6152,11.5219,Australian_dollar,11/29/2020
3622,11.5805,11.4852,Australian_dollar,11/26/2020
3623,11.545,11.4451,Australian_dollar,11/25/2020
3624,11.5496,11.4538,Australian_dollar,11/24/2020
3625,11.5119,11.4154,Australian_dollar,11/23/2020
3626,11.4634,11.3639,Australian_dollar,11/22/2020
3627,11.4144,11.3181,Australian_dollar,11/19/2020
3628,11.465,11.3721,Australian_dollar,11/18/2020
3629,11.4929,11.398,Australian_dollar,11/17/2020
3630,11.4717,11.3724,Australian_dollar,11/16/2020
3631,11.4182,11.3175,Australian_dollar,11/15/2020
3632,11.4073,11.3118,Australian_dollar,11/12/2020
3633,11.4376,11.3414,Australian_dollar,11/11/2020
3634,11.4477,11.3523,Australian_dollar,11/10/2020
3635,11.4915,11.3963,Australian_dollar,11/9/2020
3636,11.4261,11.3189,Australian_dollar,11/8/2020
3637,11.3599,11.2638,Australian_dollar,11/5/2020
3638,11.2582,11.1665,Australian_dollar,11/4/2020
3639,11.2548,11.164,Australian_dollar,11/3/2020
3640,11.1116,11.0198,Australian_dollar,11/2/2020
3641,11.0871,10.994,Australian_dollar,11/1/2020
3642,11.1558,11.0644,Australian_dollar,10/28/2020
3643,11.2551,11.1635,Australian_dollar,10/27/2020
3644,11.2552,11.1612,Australian_dollar,10/26/2020
3645,11.2632,11.1578,Australian_dollar,10/25/2020
3646,11.2055,11.1166,Australian_dollar,10/22/2020
3647,11.175,11.085,Australian_dollar,10/21/2020
3648,11.0824,10.9872,Australian_dollar,10/20/2020
3649,11.2044,11.1104,Australian_dollar,10/19/2020
3650,11.1559,11.0607,Australian_dollar,10/18/2020
3651,11.1379,11.0413,Australian_dollar,10/15/2020
3652,11.3065,11.2053,Australian_dollar,10/14/2020
3653,11.3178,11.2242,Australian_dollar,10/13/2020
3654,11.3669,11.2723,Australian_dollar,10/12/2020
3655,11.407,11.3132,Australian_dollar,10/11/2020
3656,11.2472,11.1521,Australian_dollar,10/7/2020
3657,11.3008,11.2046,Australian_dollar,10/6/2020
3658,11.3496,11.2539,Australian_dollar,10/5/2020
3659,11.3122,11.2187,Australian_dollar,10/4/2020
3660,11.3889,11.2945,Australian_dollar,10/1/2020
3661,11.2624,11.1756,Australian_dollar,9/30/2020
3662,11.283,11.187,Australian_dollar,9/29/2020
3663,11.1896,11.0951,Australian_dollar,9/28/2020
3664,11.1235,11.0323,Australian_dollar,9/27/2020
3665,11.1341,11.0349,Australian_dollar,9/24/2020
3666,11.2617,11.1692,Australian_dollar,9/23/2020
3667,11.4091,11.3129,Australian_dollar,9/22/2020
3668,11.4792,11.3814,Australian_dollar,9/21/2020
3669,11.5174,11.4201,Australian_dollar,9/20/2020
3670,11.5426,11.4508,Australian_dollar,9/17/2020
3671,11.6044,11.5116,Australian_dollar,9/16/2020
3672,11.599,11.5,Australian_dollar,9/15/2020
3673,11.5061,11.4085,Australian_dollar,9/14/2020
3674,11.5189,11.425,Australian_dollar,9/13/2020
3675,11.5057,11.417,Australian_dollar,9/10/2020
3676,11.4751,11.3825,Australian_dollar,9/9/2020
3677,11.4828,11.3875,Australian_dollar,9/8/2020
3678,11.5577,11.456,Australian_dollar,9/7/2020
3679,11.5542,11.4569,Australian_dollar,9/6/2020
3680,11.5679,11.4725,Australian_dollar,9/3/2020
3681,11.6708,11.5768,Australian_dollar,9/2/2020
3682,11.7535,11.6569,Australian_dollar,9/1/2020
3683,11.7209,11.6262,Australian_dollar,8/31/2020
3684,11.7346,11.6335,Australian_dollar,8/30/2020
3685,11.5429,11.4432,Australian_dollar,8/27/2020
3686,11.4757,11.3812,Australian_dollar,8/26/2020
3687,11.4488,11.357,Australian_dollar,8/25/2020
3688,11.4863,11.3903,Australian_dollar,8/24/2020
3689,11.4572,11.3608,Australian_dollar,8/23/2020
3690,11.6234,11.5268,Australian_dollar,8/19/2020
3691,11.5864,11.4855,Australian_dollar,8/18/2020
3692,11.4957,11.3975,Australian_dollar,8/17/2020
3693,11.4712,11.3719,Australian_dollar,8/16/2020
3694,11.4533,11.3577,Australian_dollar,8/13/2020
3695,11.4278,11.3298,Australian_dollar,8/12/2020
3696,11.5256,11.4273,Australian_dollar,8/11/2020
3697,11.4681,11.3737,Australian_dollar,8/10/2020
3698,11.484,11.3878,Australian_dollar,8/9/2020
3699,11.5163,11.4193,Australian_dollar,8/6/2020
3700,11.5988,11.5,Australian_dollar,8/5/2020
3701,11.4478,11.3554,Australian_dollar,8/4/2020
3702,11.5049,11.4053,Australian_dollar,7/29/2020
3703,11.4548,11.3575,Australian_dollar,7/28/2020
3704,11.4656,11.3621,Australian_dollar,7/27/2020
3705,11.4092,11.3102,Australian_dollar,7/26/2020
3706,11.5126,11.4185,Australian_dollar,7/22/2020
3707,11.36,11.2636,Australian_dollar,7/21/2020
3708,11.2326,11.1311,Australian_dollar,7/20/2020
3709,11.2271,11.1239,Australian_dollar,7/19/2020
3710,11.2072,11.1121,Australian_dollar,7/16/2020
3711,11.2594,11.1697,Australian_dollar,7/15/2020
3712,11.1553,11.0611,Australian_dollar,7/14/2020
3713,11.1685,11.0785,Australian_dollar,7/13/2020
3714,11.1445,11.0512,Australian_dollar,7/12/2020
3715,11.214,11.1216,Australian_dollar,7/9/2020
3716,11.1772,11.0844,Australian_dollar,7/8/2020
3717,11.1816,11.0879,Australian_dollar,7/7/2020
3718,11.2472,11.1587,Australian_dollar,7/6/2020
3719,11.2227,11.1195,Australian_dollar,7/5/2020
3720,11.1066,11.0079,Australian_dollar,6/30/2020
3721,11.1666,11.0736,Australian_dollar,6/29/2020
3722,11.1485,11.0502,Australian_dollar,6/28/2020
3723,11.1418,11.0495,Australian_dollar,6/25/2020
3724,11.21,11.1198,Australian_dollar,6/24/2020
3725,11.2878,11.1919,Australian_dollar,6/23/2020
3726,11.18,11.0877,Australian_dollar,6/22/2020
3727,11.1012,11.0079,Australian_dollar,6/21/2020
3728,11.1473,11.0533,Australian_dollar,6/18/2020
3729,11.1913,11.0993,Australian_dollar,6/17/2020
3730,11.2427,11.1509,Australian_dollar,6/16/2020
3731,11.0967,11.0077,Australian_dollar,6/15/2020
3732,11.1548,11.0585,Australian_dollar,6/14/2020
3733,11.2301,11.1328,Australian_dollar,6/11/2020
3734,11.399,11.3029,Australian_dollar,6/10/2020
3735,11.2738,11.1775,Australian_dollar,6/9/2020
3736,11.3602,11.2617,Australian_dollar,6/8/2020
3737,11.353,11.2562,Australian_dollar,6/7/2020
3738,11.2642,11.1709,Australian_dollar,6/4/2020
3739,11.1051,11.0116,Australian_dollar,6/3/2020
3740,11.0017,10.91,Australian_dollar,6/2/2020
3741,10.7808,10.6904,Australian_dollar,6/1/2020
3742,10.6407,10.5503,Australian_dollar,5/31/2020
3743,10.4534,10.3651,Australian_dollar,5/21/2020
3744,10.432,10.3453,Australian_dollar,5/20/2020
3745,10.377,10.2902,Australian_dollar,5/19/2020
3746,10.2195,10.1336,Australian_dollar,5/18/2020
3747,10.1489,10.0631,Australian_dollar,5/17/2020
3748,10.1758,10.0869,Australian_dollar,5/14/2020
3749,10.2644,10.1781,Australian_dollar,5/13/2020
3750,10.3008,10.2145,Australian_dollar,5/12/2020
3751,10.2739,10.1876,Australian_dollar,5/11/2020
3752,10.3308,10.2425,Australian_dollar,5/10/2020
3753,10.2264,10.1409,Australian_dollar,5/7/2020
3754,10.1647,10.0815,Australian_dollar,5/6/2020
3755,10.1869,10.1012,Australian_dollar,5/5/2020
3756,10.1345,10.0514,Australian_dollar,5/4/2020
3757,10.1552,10.0701,Australian_dollar,5/3/2020
3758,10.3593,10.2706,Australian_dollar,4/30/2020
3759,10.3008,10.2162,Australian_dollar,4/29/2020
3760,10.2865,10.2003,Australian_dollar,4/28/2020
3761,10.2264,10.1406,Australian_dollar,4/27/2020
3762,10.106,10.0188,Australian_dollar,4/26/2020
3763,10.0334,9.9501,Australian_dollar,4/23/2020
3764,10.0192,9.9356,Australian_dollar,4/22/2020
3765,9.9385,9.8573,Australian_dollar,4/21/2020
3766,9.9654,9.8811,Australian_dollar,4/16/2020
3767,10.0144,9.9297,Australian_dollar,4/15/2020
3768,10.0983,10.0129,Australian_dollar,4/14/2020
3769,10.0224,9.937,Australian_dollar,4/13/2020
3770,10.0477,9.9624,Australian_dollar,4/12/2020
3771,9.8578,9.7738,Australian_dollar,4/9/2020
3772,9.7519,9.6703,Australian_dollar,4/8/2020
3773,9.7832,9.6992,Australian_dollar,4/7/2020
3774,9.5921,9.5087,Australian_dollar,4/6/2020
3775,9.4909,9.4047,Australian_dollar,4/5/2020
3776,9.6457,9.5637,Australian_dollar,4/2/2020
3777,9.6044,9.522,Australian_dollar,4/1/2020
3778,9.668,9.5856,Australian_dollar,3/31/2020
3779,9.722,9.6386,Australian_dollar,3/30/2020
3780,9.7552,9.6722,Australian_dollar,3/29/2020
3781,9.4482,9.3658,Australian_dollar,3/26/2020
3782,9.5606,9.479,Australian_dollar,3/25/2020
3783,9.3044,9.2243,Australian_dollar,3/24/2020
3784,9.1478,9.0633,Australian_dollar,3/23/2020
3785,9.1747,9.0961,Australian_dollar,3/22/2020
3786,9.0922,9.0131,Australian_dollar,3/19/2020
3787,9.3313,9.251,Australian_dollar,3/18/2020
3788,9.4926,9.4118,Australian_dollar,3/17/2020
3789,9.7677,9.6862,Australian_dollar,3/16/2020
3790,9.7842,9.6992,Australian_dollar,3/15/2020
3791,10.3059,10.2199,Australian_dollar,3/11/2020
3792,10.3456,10.2624,Australian_dollar,3/10/2020
3793,10.4201,10.3366,Australian_dollar,3/9/2020
3794,10.4476,10.3572,Australian_dollar,3/8/2020
3795,10.3827,10.293,Australian_dollar,3/5/2020
3796,10.4077,10.3193,Australian_dollar,3/4/2020
3797,10.3211,10.2344,Australian_dollar,3/3/2020
3798,10.2681,10.1805,Australian_dollar,3/2/2020
3799,10.2254,10.1354,Australian_dollar,3/1/2020
3800,10.3083,10.2164,Australian_dollar,2/27/2020
3801,10.2913,10.1996,Australian_dollar,2/26/2020
3802,10.3226,10.2416,Australian_dollar,2/25/2020
3803,10.3196,10.2334,Australian_dollar,2/24/2020
3804,10.3459,10.2575,Australian_dollar,2/23/2020
3805,10.3688,10.2776,Australian_dollar,2/20/2020
3806,10.479,10.3952,Australian_dollar,2/19/2020
3807,10.4881,10.4007,Australian_dollar,2/18/2020
3808,10.5662,10.4729,Australian_dollar,2/17/2020
3809,10.5513,10.4631,Australian_dollar,2/16/2020
3810,10.604,10.5177,Australian_dollar,2/13/2020
3811,10.6424,10.557,Australian_dollar,2/12/2020
3812,10.5838,10.497,Australian_dollar,2/11/2020
3813,10.5631,10.4773,Australian_dollar,2/10/2020
3814,10.5527,10.466,Australian_dollar,2/9/2020
3815,10.6843,10.5973,Australian_dollar,2/6/2020
3816,10.7157,10.6226,Australian_dollar,2/5/2020
3817,10.6622,10.5648,Australian_dollar,2/4/2020
3818,10.6368,10.5516,Australian_dollar,2/3/2020
3819,10.6256,10.5286,Australian_dollar,2/2/2020
3820,10.6842,10.5949,Australian_dollar,1/30/2020
3821,10.7062,10.6154,Australian_dollar,1/29/2020
3822,10.7115,10.6199,Australian_dollar,1/28/2020
3823,10.7353,10.6444,Australian_dollar,1/27/2020
3824,10.8203,10.7317,Australian_dollar,1/26/2020
3825,10.8963,10.8038,Australian_dollar,1/23/2020
3826,10.8665,10.7777,Australian_dollar,1/22/2020
3827,10.8916,10.7942,Australian_dollar,1/21/2020
3828,10.8868,10.7956,Australian_dollar,1/20/2020
3829,10.9177,10.8254,Australian_dollar,1/19/2020
3830,11.0034,10.9148,Australian_dollar,1/16/2020
3831,10.9777,10.8878,Australian_dollar,1/15/2020
3832,11.0072,10.9153,Australian_dollar,1/14/2020
3833,11.025,10.9338,Australian_dollar,1/13/2020
3834,11.0518,10.9573,Australian_dollar,1/12/2020
3835,11.0074,10.9186,Australian_dollar,1/9/2020
3836,11.0769,10.9919,Australian_dollar,1/8/2020
3837,11.2002,11.1083,Australian_dollar,1/6/2020
3838,11.2005,11.112,Australian_dollar,1/5/2020
3839,11.2488,11.1575,Australian_dollar,1/2/2020
3840,22.6842,22.6024,Canadian_dollar,2/23/2023
3841,22.6473,22.5618,Canadian_dollar,2/22/2023
3842,22.7841,22.6987,Canadian_dollar,2/21/2023
3843,22.7578,22.677,Canadian_dollar,2/20/2023
3844,22.7345,22.6559,Canadian_dollar,2/19/2023
3845,22.8858,22.8103,Canadian_dollar,2/16/2023
3846,22.8482,22.767,Canadian_dollar,2/15/2023
3847,22.9561,22.8716,Canadian_dollar,2/14/2023
3848,22.9278,22.8456,Canadian_dollar,2/13/2023
3849,22.9192,22.8363,Canadian_dollar,2/12/2023
3850,22.7909,22.7165,Canadian_dollar,2/9/2023
3851,22.7427,22.6698,Canadian_dollar,2/8/2023
3852,22.6075,22.5341,Canadian_dollar,2/7/2023
3853,22.602,22.5236,Canadian_dollar,2/6/2023
3854,22.6432,22.5622,Canadian_dollar,2/5/2023
3855,22.852,22.7734,Canadian_dollar,2/2/2023
3856,22.7397,22.6639,Canadian_dollar,2/1/2023
3857,22.4673,22.401,Canadian_dollar,1/31/2023
3858,22.5347,22.4476,Canadian_dollar,1/30/2023
3859,22.4982,22.4224,Canadian_dollar,1/29/2023
3860,22.3959,22.3258,Canadian_dollar,1/25/2023
3861,22.419,22.3489,Canadian_dollar,1/24/2023
3862,22.3688,22.3018,Canadian_dollar,1/23/2023
3863,22.3401,22.2738,Canadian_dollar,1/22/2023
3864,22.152,22.0641,Canadian_dollar,1/19/2023
3865,22.2056,22.1092,Canadian_dollar,1/18/2023
3866,22.0812,21.9729,Canadian_dollar,1/17/2023
3867,22.1727,22.0771,Canadian_dollar,1/16/2023
3868,22.1331,22.0617,Canadian_dollar,1/15/2023
3869,22.0724,21.973,Canadian_dollar,1/12/2023
3870,22.1534,22.0552,Canadian_dollar,1/11/2023
3871,20.6704,20.6162,Canadian_dollar,1/10/2023
3872,20.6546,20.5948,Canadian_dollar,1/9/2023
3873,20.0778,20.0009,Canadian_dollar,1/5/2023
3874,19.5377,19.4463,Canadian_dollar,1/4/2023
3875,18.2032,18.1409,Canadian_dollar,1/3/2023
3876,18.2681,18.201,Canadian_dollar,1/2/2023
3877,18.2417,18.1751,Canadian_dollar,12/29/2022
3878,18.3488,18.2853,Canadian_dollar,12/28/2022
3879,18.2974,18.2346,Canadian_dollar,12/27/2022
3880,18.2234,18.1576,Canadian_dollar,12/26/2022
3881,18.2126,18.1463,Canadian_dollar,12/25/2022
3882,18.1806,18.1159,Canadian_dollar,12/22/2022
3883,18.175,18.1118,Canadian_dollar,12/21/2022
3884,18.2017,18.1371,Canadian_dollar,12/20/2022
3885,18.1285,18.0655,Canadian_dollar,12/19/2022
3886,18.0549,17.9932,Canadian_dollar,12/18/2022
3887,18.2051,18.1422,Canadian_dollar,12/15/2022
3888,18.2517,18.1852,Canadian_dollar,12/14/2022
3889,18.1341,18.0721,Canadian_dollar,12/13/2022
3890,18.0742,18.0128,Canadian_dollar,12/12/2022
3891,18.0688,18.0074,Canadian_dollar,12/11/2022
3892,18.0699,18.0119,Canadian_dollar,12/8/2022
3893,18.0281,17.9583,Canadian_dollar,12/7/2022
3894,18.1128,18.0527,Canadian_dollar,12/6/2022
3895,18.367,18.3037,Canadian_dollar,12/5/2022
3896,18.2866,18.2229,Canadian_dollar,12/4/2022
3897,18.3472,18.2804,Canadian_dollar,12/1/2022
3898,18.2203,18.1538,Canadian_dollar,11/30/2022
3899,18.3123,18.2476,Canadian_dollar,11/29/2022
3900,18.3323,18.266,Canadian_dollar,11/28/2022
3901,18.3879,18.3216,Canadian_dollar,11/27/2022
3902,18.4431,18.3797,Canadian_dollar,11/24/2022
