,Sell,Buying,Currency,Date
0,22.7413,22.661,JPY,2/23/2023
1,22.7683,22.6873,JPY,2/22/2023
2,22.7689,22.6852,JPY,2/21/2023
3,22.8478,22.7717,JPY,2/20/2023
4,22.8278,22.7504,JPY,2/19/2023
5,22.8926,22.8154,JPY,2/16/2023
6,22.9475,22.871,JPY,2/15/2023
7,23.1575,23.0757,JPY,2/14/2023
8,23.0453,22.9661,JPY,2/13/2023
9,23.2733,23.1908,JPY,2/12/2023
10,23.3393,23.263,JPY,2/9/2023
11,23.2502,23.1721,JPY,2/8/2023
12,22.9789,22.906,JPY,2/7/2023
13,22.9872,22.9125,JPY,2/6/2023
14,23.1248,23.0455,JPY,2/5/2023
15,23.5785,23.5044,JPY,2/2/2023
16,23.3073,23.2312,JPY,2/1/2023
17,23.1734,23.0979,JPY,1/31/2023
18,23.0802,22.9926,JPY,1/30/2023
19,23.0596,22.9835,JPY,1/29/2023
20,23.0937,23.0265,JPY,1/25/2023
21,22.9958,22.9237,JPY,1/24/2023
22,22.9487,22.8799,JPY,1/23/2023
23,23.0695,22.9974,JPY,1/22/2023
24,23.2406,23.1534,JPY,1/19/2023
25,23.0037,22.909,JPY,1/18/2023
26,23.0057,22.8944,JPY,1/17/2023
27,23.1409,23.0426,JPY,1/16/2023
28,23.1854,23.1121,JPY,1/15/2023
29,22.6649,22.5593,JPY,1/12/2023
30,22.4373,22.3311,JPY,1/11/2023
31,20.9725,20.9174,JPY,1/10/2023
32,20.8526,20.7969,JPY,1/9/2023
33,20.4704,20.3904,JPY,1/5/2023
34,20.2673,20.1693,JPY,1/4/2023
35,18.9471,18.8834,JPY,1/3/2023
36,18.9554,18.887,JPY,1/2/2023
37,18.5281,18.4617,JPY,12/29/2022
38,18.5216,18.4615,JPY,12/28/2022
39,18.5858,18.5261,JPY,12/27/2022
40,18.6053,18.5423,JPY,12/26/2022
41,18.6502,18.5835,JPY,12/25/2022
42,18.7433,18.6764,JPY,12/22/2022
43,18.79,18.7218,JPY,12/21/2022
44,18.6894,18.6271,JPY,12/20/2022
45,18.1683,18.1065,JPY,12/19/2022
46,18.0959,18.0353,JPY,12/18/2022
47,18.1118,18.0506,JPY,12/15/2022
48,18.3234,18.2606,JPY,12/14/2022
49,17.9522,17.8947,JPY,12/13/2022
50,18.0517,17.9918,JPY,12/12/2022
51,18.0608,18.0008,JPY,12/11/2022
52,18.0263,17.9632,JPY,12/8/2022
53,17.9285,17.8591,JPY,12/7/2022
54,18.0915,18.0289,JPY,12/6/2022
55,18.2095,18.1481,JPY,12/5/2022
56,18.3383,18.2758,JPY,12/4/2022
57,18.0819,18.02,JPY,12/1/2022
58,17.759,17.6981,JPY,11/30/2022
59,17.8463,17.7873,JPY,11/29/2022
60,17.8149,17.7532,JPY,11/28/2022
61,17.6833,17.6171,JPY,11/27/2022
62,17.7895,17.7324,JPY,11/24/2022
63,17.3922,17.3234,JPY,11/23/2022
64,17.4105,17.3463,JPY,11/22/2022
65,17.3135,17.2519,JPY,11/21/2022
66,17.4823,17.4254,JPY,11/20/2022
67,17.5548,17.4914,JPY,11/17/2022
68,17.5928,17.524,JPY,11/16/2022
69,17.5947,17.5342,JPY,11/15/2022
70,17.4053,17.3447,JPY,11/14/2022
71,17.6261,17.5633,JPY,11/13/2022
72,16.6999,16.6396,JPY,11/10/2022
73,16.7704,16.7108,JPY,11/9/2022
74,16.6896,16.6354,JPY,11/8/2022
75,16.6155,16.5513,JPY,11/7/2022
76,16.5876,16.5231,JPY,11/6/2022
77,16.4063,16.3314,JPY,11/3/2022
78,16.4803,16.4049,JPY,11/2/2022
79,16.4685,16.3786,JPY,11/1/2022
80,16.2649,16.1766,JPY,10/31/2022
81,16.3684,16.2715,JPY,10/30/2022
82,15.6805,15.5831,JPY,10/27/2022
83,13.4389,13.3647,JPY,10/26/2022
84,13.2634,13.1889,JPY,10/25/2022
85,13.2396,13.1657,JPY,10/24/2022
86,13.3625,13.2886,JPY,10/23/2022
87,13.1716,13.0977,JPY,10/20/2022
88,13.1848,13.1111,JPY,10/19/2022
89,13.229,13.1566,JPY,10/18/2022
90,13.2556,13.1814,JPY,10/17/2022
91,13.2637,13.1885,JPY,10/16/2022
92,13.4463,13.3681,JPY,10/13/2022
93,13.46,13.3835,JPY,10/12/2022
94,13.5505,13.4753,JPY,10/11/2022
95,13.5443,13.4662,JPY,10/10/2022
96,13.5611,13.4838,JPY,10/9/2022
97,13.6409,13.5631,JPY,10/5/2022
98,13.6098,13.5322,JPY,10/4/2022
99,13.5917,13.5137,JPY,10/3/2022
100,13.5464,13.4668,JPY,10/2/2022
101,13.5505,13.4732,JPY,9/29/2022
102,13.5294,13.4495,JPY,9/28/2022
103,13.539,13.4596,JPY,9/27/2022
104,13.57,13.4897,JPY,9/26/2022
105,13.6327,13.5524,JPY,9/25/2022
106,13.8649,13.7813,JPY,9/22/2022
107,13.5598,13.4837,JPY,9/21/2022
108,13.5703,13.4944,JPY,9/20/2022
109,13.5564,13.4798,JPY,9/19/2022
110,13.6228,13.5435,JPY,9/18/2022
111,13.5602,13.483,JPY,9/15/2022
112,13.5724,13.4901,JPY,9/14/2022
113,13.6592,13.5826,JPY,9/13/2022
114,13.6151,13.5395,JPY,9/12/2022
115,13.604,13.5252,JPY,9/11/2022
116,13.4911,13.4152,JPY,9/8/2022
117,13.3313,13.2541,JPY,9/7/2022
118,13.592,13.5139,JPY,9/6/2022
119,13.7183,13.6371,JPY,9/5/2022
120,13.7506,13.6678,JPY,9/4/2022
121,13.8464,13.7636,JPY,9/1/2022
122,13.8943,13.8136,JPY,8/31/2022
123,13.9446,13.8605,JPY,8/30/2022
124,13.8986,13.8151,JPY,8/29/2022
125,13.9895,13.9077,JPY,8/28/2022
126,14.1013,14.0174,JPY,8/25/2022
127,14.0795,14.0014,JPY,8/24/2022
128,13.9933,13.9166,JPY,8/23/2022
129,14.0042,13.9273,JPY,8/22/2022
130,14.0206,13.9413,JPY,8/21/2022
131,14.2506,14.1724,JPY,8/18/2022
132,14.2084,14.1291,JPY,8/17/2022
133,14.2834,14.1989,JPY,8/16/2022
134,14.4273,14.3452,JPY,8/15/2022
135,14.383,14.3002,JPY,8/14/2022
136,14.5123,14.4278,JPY,8/11/2022
137,14.2421,14.1583,JPY,8/10/2022
138,14.2158,14.1301,JPY,8/9/2022
139,14.2453,14.1628,JPY,8/8/2022
140,14.2094,14.1253,JPY,8/7/2022
141,14.3304,14.2467,JPY,8/4/2022
142,14.3358,14.2527,JPY,8/3/2022
143,14.5691,14.483,JPY,8/2/2022
144,14.3503,14.261,JPY,8/1/2022
145,14.2716,14.1846,JPY,7/31/2022
146,13.997,13.9122,JPY,7/28/2022
147,13.8845,13.8032,JPY,7/27/2022
148,13.8936,13.8132,JPY,7/26/2022
149,13.8936,13.8115,JPY,7/25/2022
150,13.9567,13.8708,JPY,7/24/2022
151,13.6873,13.6045,JPY,7/21/2022
152,13.7395,13.6562,JPY,7/20/2022
153,13.7948,13.7147,JPY,7/19/2022
154,13.7019,13.6206,JPY,7/18/2022
155,13.6637,13.58,JPY,7/17/2022
156,13.9631,13.8782,JPY,7/7/2022
157,13.9992,13.9168,JPY,7/6/2022
158,13.92,13.8366,JPY,7/5/2022
159,13.9772,13.893,JPY,7/4/2022
160,13.9643,13.8811,JPY,7/3/2022
161,13.8268,13.7422,JPY,6/29/2022
162,13.8322,13.7494,JPY,6/28/2022
163,13.8889,13.8045,JPY,6/27/2022
164,13.9146,13.8287,JPY,6/26/2022
165,13.8756,13.788,JPY,6/23/2022
166,13.8236,13.7392,JPY,6/22/2022
167,13.8094,13.7272,JPY,6/21/2022
168,13.9373,13.8592,JPY,6/20/2022
169,13.9363,13.8533,JPY,6/19/2022
170,14.1565,14.0705,JPY,6/16/2022
171,13.9818,13.9005,JPY,6/15/2022
172,13.9775,13.8977,JPY,6/14/2022
173,13.9666,13.8858,JPY,6/13/2022
174,13.9476,13.8626,JPY,6/12/2022
175,14.0133,13.9323,JPY,6/9/2022
176,13.9997,13.9162,JPY,6/8/2022
177,14.0963,14.0099,JPY,6/7/2022
178,14.3096,14.2281,JPY,6/6/2022
179,14.2888,14.199,JPY,6/5/2022
180,14.4189,14.3308,JPY,6/2/2022
181,14.4223,14.3322,JPY,6/1/2022
182,14.5475,14.4567,JPY,5/31/2022
183,14.6331,14.5442,JPY,5/30/2022
184,14.6711,14.5774,JPY,5/29/2022
185,14.678,14.585,JPY,5/26/2022
186,14.6895,14.5943,JPY,5/25/2022
187,14.5772,14.4857,JPY,5/24/2022
188,14.4635,14.3728,JPY,5/23/2022
189,14.3358,14.2446,JPY,5/22/2022
190,14.3258,14.2307,JPY,5/19/2022
191,14.197,14.1064,JPY,5/18/2022
192,14.1758,14.0788,JPY,5/17/2022
193,14.1624,14.0686,JPY,5/16/2022
194,14.2108,14.1126,JPY,5/15/2022
195,14.3065,14.2095,JPY,5/12/2022
196,14.2089,14.1073,JPY,5/11/2022
197,14.2592,14.1748,JPY,5/10/2022
198,14.1656,14.0746,JPY,5/9/2022
199,14.2079,14.1128,JPY,5/8/2022
200,14.1753,14.084,JPY,4/28/2022
201,14.527,14.4311,JPY,4/27/2022
202,14.5495,14.4506,JPY,4/26/2022
203,14.5581,14.4691,JPY,4/21/2022
204,14.5092,14.4189,JPY,4/20/2022
205,14.4404,14.351,JPY,4/19/2022
206,14.5945,14.4991,JPY,4/18/2022
207,14.6171,14.5136,JPY,4/17/2022
208,14.7147,14.6092,JPY,4/14/2022
209,14.6676,14.5578,JPY,4/13/2022
210,14.8003,14.6912,JPY,4/12/2022
211,14.7405,14.6345,JPY,4/11/2022
212,14.8144,14.7058,JPY,4/10/2022
213,14.8745,14.7685,JPY,4/7/2022
214,14.8234,14.7114,JPY,4/6/2022
215,14.9136,14.8023,JPY,4/5/2022
216,14.936,14.8315,JPY,4/4/2022
217,14.9542,14.8477,JPY,4/3/2022
218,15.0674,14.9565,JPY,3/31/2022
219,15.0635,14.9559,JPY,3/30/2022
220,14.8827,14.7718,JPY,3/29/2022
221,14.8213,14.7125,JPY,3/28/2022
222,15.0544,14.9432,JPY,3/27/2022
223,15.1163,15.0046,JPY,3/24/2022
224,15.2556,15.145,JPY,3/23/2022
225,15.3788,15.2651,JPY,3/22/2022
226,15.3477,15.2319,JPY,3/21/2022
227,13.2405,13.1278,JPY,3/20/2022
228,13.303,13.1954,JPY,3/17/2022
229,13.3457,13.2369,JPY,3/16/2022
230,13.3876,13.2805,JPY,3/15/2022
231,13.3819,13.2756,JPY,3/14/2022
232,13.4538,13.3427,JPY,3/13/2022
233,13.6081,13.4992,JPY,3/10/2022
234,13.6128,13.5001,JPY,3/9/2022
235,13.6482,13.5374,JPY,3/8/2022
236,13.7098,13.5967,JPY,3/7/2022
237,13.7469,13.6339,JPY,3/6/2022
238,13.6328,13.524,JPY,3/3/2022
239,13.692,13.5775,JPY,3/2/2022
240,13.7433,13.6268,JPY,3/1/2022
241,13.6575,13.5431,JPY,2/28/2022
242,13.654,13.5365,JPY,2/27/2022
243,13.7493,13.6351,JPY,2/24/2022
244,13.7102,13.5966,JPY,2/23/2022
245,13.7117,13.5987,JPY,2/22/2022
246,13.7372,13.6247,JPY,2/21/2022
247,13.7204,13.6015,JPY,2/20/2022
248,13.7097,13.602,JPY,2/17/2022
249,13.6429,13.5279,JPY,2/16/2022
250,13.6434,13.532,JPY,2/15/2022
251,13.7009,13.5877,JPY,2/14/2022
252,13.6711,13.5553,JPY,2/13/2022
253,13.6268,13.5117,JPY,2/10/2022
254,13.6705,13.5576,JPY,2/9/2022
255,13.6823,13.5689,JPY,2/8/2022
256,13.7261,13.6123,JPY,2/7/2022
257,13.6966,13.5787,JPY,2/6/2022
258,13.7447,13.6315,JPY,2/3/2022
259,13.8008,13.6843,JPY,2/2/2022
260,13.7662,13.6488,JPY,2/1/2022
261,13.6608,13.5463,JPY,1/31/2022
262,13.6911,13.5752,JPY,1/30/2022
263,13.8201,13.7038,JPY,1/26/2022
264,13.8443,13.7325,JPY,1/25/2022
265,13.8713,13.7548,JPY,1/24/2022
266,13.8797,13.76,JPY,1/23/2022
267,13.807,13.693,JPY,1/20/2022
268,13.7829,13.6678,JPY,1/19/2022
269,13.761,13.648,JPY,1/18/2022
270,13.7855,13.6771,JPY,1/17/2022
271,13.8124,13.7009,JPY,1/16/2022
272,13.7733,13.6619,JPY,1/13/2022
273,13.6785,13.5633,JPY,1/12/2022
274,13.6701,13.5599,JPY,1/11/2022
275,13.6929,13.5768,JPY,1/10/2022
276,13.6544,13.5394,JPY,1/9/2022
277,13.6411,13.5268,JPY,1/5/2022
278,13.5871,13.4742,JPY,1/4/2022
279,13.7145,13.5985,JPY,1/3/2022
280,13.711,13.5972,JPY,1/2/2022
281,13.7086,13.5986,JPY,12/30/2021
282,13.7349,13.6261,JPY,12/29/2021
283,13.7385,13.6252,JPY,12/28/2021
284,13.7612,13.6485,JPY,12/27/2021
285,13.7913,13.676,JPY,12/26/2021
286,13.8058,13.6918,JPY,12/23/2021
287,13.8143,13.698,JPY,12/22/2021
288,13.8799,13.7648,JPY,12/21/2021
289,13.8799,13.7653,JPY,12/20/2021
290,13.8811,13.764,JPY,12/19/2021
291,13.8239,13.7105,JPY,12/16/2021
292,13.8677,13.7537,JPY,12/15/2021
293,13.8952,13.7824,JPY,12/14/2021
294,13.8853,13.7738,JPY,12/13/2021
295,13.9162,13.8009,JPY,12/12/2021
296,13.9019,13.7859,JPY,12/9/2021
297,13.8774,13.7651,JPY,12/8/2021
298,13.897,13.7853,JPY,12/7/2021
299,13.9386,13.8214,JPY,12/6/2021
300,13.9875,13.8701,JPY,12/5/2021
301,13.9666,13.8557,JPY,12/2/2021
302,13.9152,13.8001,JPY,12/1/2021
303,13.9532,13.8368,JPY,11/30/2021
304,13.9075,13.7931,JPY,11/29/2021
305,13.9247,13.808,JPY,11/28/2021
306,13.6896,13.5776,JPY,11/25/2021
307,13.7206,13.6187,JPY,11/24/2021
308,13.7265,13.6197,JPY,11/23/2021
309,13.8252,13.7149,JPY,11/22/2021
310,13.8433,13.7274,JPY,11/21/2021
311,13.8179,13.7049,JPY,11/18/2021
312,13.7646,13.6529,JPY,11/17/2021
313,13.809,13.6933,JPY,11/16/2021
314,13.8623,13.7485,JPY,11/15/2021
315,13.8583,13.7392,JPY,11/14/2021
316,13.8475,13.7359,JPY,11/11/2021
317,13.9351,13.8156,JPY,11/10/2021
318,13.9684,13.8518,JPY,11/9/2021
319,13.9032,13.7874,JPY,11/8/2021
320,13.9128,13.7937,JPY,11/7/2021
321,13.8628,13.7445,JPY,11/4/2021
322,13.8692,13.7515,JPY,11/3/2021
323,13.8755,13.7564,JPY,11/2/2021
324,13.8099,13.691,JPY,11/1/2021
325,13.8391,13.7207,JPY,10/31/2021
326,13.8889,13.777,JPY,10/28/2021
327,13.8799,13.7659,JPY,10/27/2021
328,13.8452,13.7329,JPY,10/26/2021
329,13.8755,13.757,JPY,10/25/2021
330,13.9055,13.7861,JPY,10/24/2021
331,13.7956,13.6781,JPY,10/20/2021
332,13.815,13.696,JPY,10/19/2021
333,13.7994,13.683,JPY,10/18/2021
334,13.8147,13.6974,JPY,10/17/2021
335,13.9114,13.7961,JPY,10/14/2021
336,13.8971,13.7779,JPY,10/13/2021
337,13.9125,13.7976,JPY,10/12/2021
338,13.9724,13.8545,JPY,10/11/2021
339,14.0588,13.9357,JPY,10/10/2021
340,14.1692,14.0485,JPY,10/6/2021
341,14.1866,14.0677,JPY,10/5/2021
342,14.201,14.0784,JPY,10/4/2021
343,14.207,14.084,JPY,10/3/2021
344,14.0869,13.9681,JPY,9/30/2021
345,14.1629,14.0454,JPY,9/29/2021
346,14.1581,14.0377,JPY,9/28/2021
347,14.2234,14.104,JPY,9/27/2021
348,14.2492,14.1272,JPY,9/26/2021
349,14.348,14.2256,JPY,9/23/2021
350,14.4045,14.2839,JPY,9/22/2021
351,14.4245,14.3021,JPY,9/21/2021
352,14.4081,14.2843,JPY,9/20/2021
353,14.3477,14.2251,JPY,9/19/2021
354,14.4245,14.3053,JPY,9/16/2021
355,14.4495,14.3297,JPY,9/15/2021
356,14.329,14.2057,JPY,9/14/2021
357,14.3321,14.2075,JPY,9/13/2021
358,14.3514,14.2298,JPY,9/12/2021
359,14.3634,14.239,JPY,9/9/2021
360,14.3036,14.1864,JPY,9/8/2021
361,14.3407,14.2238,JPY,9/7/2021
362,14.3525,14.2359,JPY,9/6/2021
363,14.3682,14.2448,JPY,9/5/2021
364,14.3363,14.2176,JPY,9/2/2021
365,14.2834,14.1625,JPY,9/1/2021
366,14.3552,14.2333,JPY,8/31/2021
367,14.3478,14.2319,JPY,8/30/2021
368,14.3539,14.2332,JPY,8/29/2021
369,14.3203,14.2009,JPY,8/26/2021
370,14.3488,14.2298,JPY,8/25/2021
371,14.3751,14.2532,JPY,8/24/2021
372,14.3185,14.1985,JPY,8/23/2021
373,14.3583,14.2384,JPY,8/22/2021
374,14.3973,14.274,JPY,8/19/2021
375,14.365,14.2416,JPY,8/18/2021
376,14.4265,14.2992,JPY,8/17/2021
377,14.4217,14.3019,JPY,8/16/2021
378,14.3896,14.2664,JPY,8/15/2021
379,14.242,14.1246,JPY,8/11/2021
380,14.2726,14.1527,JPY,8/10/2021
381,14.3222,14.1975,JPY,8/9/2021
382,14.301,14.182,JPY,8/8/2021
383,14.4074,14.2864,JPY,8/5/2021
384,14.4619,14.3488,JPY,8/4/2021
385,14.4426,14.324,JPY,8/3/2021
386,14.3977,14.2791,JPY,8/2/2021
387,14.3724,14.2534,JPY,8/1/2021
388,14.3553,14.2381,JPY,7/29/2021
389,14.324,14.2103,JPY,7/28/2021
390,14.3123,14.1927,JPY,7/27/2021
391,14.2893,14.1693,JPY,7/26/2021
392,14.2535,14.1344,JPY,7/25/2021
393,14.314,14.1904,JPY,7/18/2021
394,14.3262,14.2071,JPY,7/15/2021
395,14.2664,14.1519,JPY,7/14/2021
396,14.2949,14.1802,JPY,7/13/2021
397,14.303,14.1824,JPY,7/12/2021
398,14.3053,14.1873,JPY,7/11/2021
399,14.367,14.2475,JPY,7/8/2021
400,14.2386,14.1228,JPY,7/7/2021
401,14.2403,14.1259,JPY,7/6/2021
402,14.2088,14.0889,JPY,7/5/2021
403,14.1814,14.0604,JPY,7/4/2021
404,14.2433,14.1259,JPY,6/30/2021
405,14.2257,14.1083,JPY,6/29/2021
406,14.184,14.0687,JPY,6/28/2021
407,14.2074,14.0879,JPY,6/27/2021
408,14.2024,14.0846,JPY,6/24/2021
409,14.1935,14.0779,JPY,6/23/2021
410,14.2336,14.1124,JPY,6/22/2021
411,14.2879,14.171,JPY,6/21/2021
412,14.2648,14.1446,JPY,6/20/2021
413,14.1986,14.0813,JPY,6/17/2021
414,14.2978,14.18,JPY,6/16/2021
415,14.2747,14.1581,JPY,6/15/2021
416,14.3203,14.2017,JPY,6/14/2021
417,14.3327,14.2128,JPY,6/13/2021
418,14.3445,14.2193,JPY,6/10/2021
419,14.3886,14.2709,JPY,6/9/2021
420,14.3827,14.2605,JPY,6/8/2021
421,14.4215,14.2983,JPY,6/7/2021
422,14.391,14.2739,JPY,6/6/2021
423,14.3507,14.2291,JPY,6/3/2021
424,14.3513,14.2384,JPY,6/2/2021
425,14.3672,14.2442,JPY,6/1/2021
426,14.3601,14.2386,JPY,5/31/2021
427,14.3403,14.2173,JPY,5/30/2021
428,14.4085,14.2938,JPY,5/27/2021
429,14.4538,14.3322,JPY,5/26/2021
430,14.4567,14.3349,JPY,5/25/2021
431,14.4501,14.3304,JPY,5/24/2021
432,14.4442,14.3194,JPY,5/23/2021
433,14.4601,14.3394,JPY,5/20/2021
434,14.4234,14.299,JPY,5/19/2021
435,14.4566,14.3368,JPY,5/18/2021
436,14.4196,14.3026,JPY,5/17/2021
437,14.4849,14.3669,JPY,5/11/2021
438,14.4686,14.3513,JPY,5/10/2021
439,14.4894,14.3637,JPY,5/9/2021
440,14.4256,14.301,JPY,5/6/2021
441,14.3963,14.2756,JPY,5/5/2021
442,14.3744,14.257,JPY,5/4/2021
443,14.4562,14.3403,JPY,4/28/2021
444,14.538,14.4163,JPY,4/27/2021
445,14.6185,14.498,JPY,4/26/2021
446,14.5927,14.4698,JPY,4/25/2021
447,14.5768,14.4595,JPY,4/22/2021
448,14.5677,14.4512,JPY,4/21/2021
449,14.527,14.4124,JPY,4/20/2021
450,14.5597,14.4453,JPY,4/19/2021
451,14.4751,14.3502,JPY,4/18/2021
452,14.4726,14.3489,JPY,4/15/2021
453,14.4581,14.3431,JPY,4/14/2021
454,14.402,14.2847,JPY,4/13/2021
455,14.4044,14.2869,JPY,4/12/2021
456,14.3639,14.2464,JPY,4/11/2021
457,14.4479,14.3268,JPY,4/8/2021
458,14.366,14.2439,JPY,4/7/2021
459,14.3003,14.1777,JPY,4/6/2021
460,14.2796,14.1602,JPY,4/5/2021
461,14.2503,14.1274,JPY,4/4/2021
462,14.2486,14.1303,JPY,4/1/2021
463,14.2404,14.1242,JPY,3/31/2021
464,14.3041,14.1827,JPY,3/30/2021
465,14.3938,14.2689,JPY,3/29/2021
466,14.4015,14.276,JPY,3/28/2021
467,14.4888,14.3624,JPY,3/25/2021
468,14.5675,14.4448,JPY,3/24/2021
469,14.5855,14.4584,JPY,3/23/2021
470,14.5318,14.4092,JPY,3/22/2021
471,14.4812,14.3635,JPY,3/21/2021
472,14.4643,14.344,JPY,3/18/2021
473,14.4496,14.3288,JPY,3/17/2021
474,14.4663,14.3409,JPY,3/16/2021
475,14.4506,14.3304,JPY,3/15/2021
476,14.4457,14.3247,JPY,3/14/2021
477,14.5255,14.4034,JPY,3/11/2021
478,14.519,14.3962,JPY,3/10/2021
479,14.522,14.3959,JPY,3/9/2021
480,14.546,14.4236,JPY,3/8/2021
481,14.5528,14.4273,JPY,3/7/2021
482,14.6757,14.5535,JPY,3/4/2021
483,14.7004,14.5799,JPY,3/3/2021
484,14.7452,14.6175,JPY,3/2/2021
485,14.8032,14.6758,JPY,3/1/2021
486,14.8022,14.6721,JPY,2/28/2021
487,14.854,14.7256,JPY,2/25/2021
488,14.8792,14.7536,JPY,2/24/2021
489,14.9618,14.8369,JPY,2/23/2021
490,14.9117,14.786,JPY,2/22/2021
491,14.915,14.7858,JPY,2/21/2021
492,14.8793,14.7523,JPY,2/18/2021
493,14.8174,14.6966,JPY,2/17/2021
494,14.8808,14.762,JPY,2/16/2021
495,14.8914,14.7652,JPY,2/15/2021
496,14.9293,14.8041,JPY,2/14/2021
497,14.9729,14.85,JPY,2/11/2021
498,14.9946,14.8714,JPY,2/10/2021
499,15.0123,14.8894,JPY,2/9/2021
500,14.8736,14.7492,JPY,2/8/2021
501,14.9191,14.7938,JPY,2/7/2021
502,14.9465,14.8202,JPY,2/4/2021
503,15.022,14.8997,JPY,2/3/2021
504,15.0407,14.9109,JPY,2/2/2021
505,15.0622,14.9335,JPY,2/1/2021
506,15.0906,14.9617,JPY,1/31/2021
507,15.2132,15.0914,JPY,1/27/2021
508,15.221,15.095,JPY,1/26/2021
509,15.2155,15.0874,JPY,1/25/2021
510,15.2211,15.0948,JPY,1/24/2021
511,15.2761,15.1491,JPY,1/21/2021
512,15.2172,15.0899,JPY,1/20/2021
513,15.1717,15.0505,JPY,1/19/2021
514,15.1982,15.0692,JPY,1/18/2021
515,15.1591,15.029,JPY,1/17/2021
516,15.1421,15.0161,JPY,1/14/2021
517,15.1458,15.0181,JPY,1/13/2021
518,15.0934,14.9666,JPY,1/12/2021
519,15.0905,14.9619,JPY,1/11/2021
520,15.1284,15.0056,JPY,1/10/2021
521,15.3249,15.1959,JPY,1/6/2021
522,15.331,15.2037,JPY,1/5/2021
523,15.3515,15.2193,JPY,1/4/2021
524,15.3022,15.1716,JPY,1/3/2021
525,15.3307,15.1978,JPY,12/31/2020
526,15.3269,15.1972,JPY,12/30/2020
527,15.2406,15.1096,JPY,12/29/2020
528,15.2267,15.0942,JPY,12/28/2020
529,15.2446,15.1119,JPY,12/27/2020
530,15.2102,15.0825,JPY,12/24/2020
531,15.2373,15.1053,JPY,12/23/2020
532,15.2461,15.1228,JPY,12/22/2020
533,15.1759,15.0425,JPY,12/21/2020
534,15.2284,15.0945,JPY,12/20/2020
535,15.3097,15.1843,JPY,12/17/2020
536,15.2584,15.13,JPY,12/16/2020
537,15.1968,15.0692,JPY,12/15/2020
538,15.22,15.0928,JPY,12/14/2020
539,15.1688,15.0399,JPY,12/13/2020
540,15.0901,14.9569,JPY,12/10/2020
541,15.1337,15.0125,JPY,12/9/2020
542,15.1248,14.9975,JPY,12/8/2020
543,15.0966,14.9701,JPY,12/7/2020
544,15.1109,14.9834,JPY,12/6/2020
545,15.0918,14.9626,JPY,12/3/2020
546,15.0175,14.8959,JPY,12/2/2020
547,15.0694,14.9413,JPY,12/1/2020
548,15.119,14.9866,JPY,11/30/2020
549,15.1109,14.9893,JPY,11/29/2020
550,15.0833,14.9598,JPY,11/26/2020
551,15.0504,14.919,JPY,11/25/2020
552,15.0536,14.9265,JPY,11/24/2020
553,15.1469,15.0177,JPY,11/23/2020
554,15.1087,14.9844,JPY,11/22/2020
555,15.0808,14.9535,JPY,11/19/2020
556,15.0785,14.9541,JPY,11/18/2020
557,15.054,14.9324,JPY,11/17/2020
558,14.9623,14.8326,JPY,11/16/2020
559,15.0131,14.8797,JPY,11/15/2020
560,14.91,14.785,JPY,11/12/2020
561,14.9059,14.7804,JPY,11/11/2020
562,14.9267,14.8002,JPY,11/10/2020
563,15.0886,14.9649,JPY,11/9/2020
564,15.2291,15.0915,JPY,11/8/2020
565,15.118,14.9872,JPY,11/5/2020
566,15.1101,14.9848,JPY,11/4/2020
567,15.0693,14.9455,JPY,11/3/2020
568,15.0764,14.9519,JPY,11/2/2020
569,15.0761,14.9494,JPY,11/1/2020
570,15.1228,14.9967,JPY,10/28/2020
571,15.0786,14.9523,JPY,10/27/2020
572,15.0392,14.9135,JPY,10/26/2020
573,15.066,14.9333,JPY,10/25/2020
574,15.0699,14.9509,JPY,10/22/2020
575,15.039,14.9156,JPY,10/21/2020
576,14.9178,14.7911,JPY,10/20/2020
577,14.9655,14.8378,JPY,10/19/2020
578,14.9455,14.8164,JPY,10/18/2020
579,14.9658,14.836,JPY,10/15/2020
580,14.9587,14.829,JPY,10/14/2020
581,14.9239,14.8032,JPY,10/13/2020
582,14.9473,14.8178,JPY,10/12/2020
583,14.9193,14.7938,JPY,10/11/2020
584,14.8788,14.7536,JPY,10/7/2020
585,14.9512,14.8238,JPY,10/6/2020
586,14.9606,14.8352,JPY,10/5/2020
587,14.9913,14.8673,JPY,10/4/2020
588,14.9921,14.8677,JPY,10/1/2020
589,14.9677,14.8531,JPY,9/30/2020
590,14.9812,14.8557,JPY,9/29/2020
591,15.0167,14.8913,JPY,9/28/2020
592,14.9859,14.863,JPY,9/27/2020
593,15.0187,14.8927,JPY,9/24/2020
594,15.053,14.9307,JPY,9/23/2020
595,15.1396,15.0118,JPY,9/22/2020
596,15.1828,15.054,JPY,9/21/2020
597,15.1092,14.9815,JPY,9/20/2020
598,15.1075,14.9901,JPY,9/17/2020
599,15.049,14.9285,JPY,9/16/2020
600,14.999,14.8717,JPY,9/15/2020
601,14.9317,14.8015,JPY,9/14/2020
602,14.8971,14.7755,JPY,9/13/2020
603,14.9007,14.7864,JPY,9/10/2020
604,14.9222,14.8017,JPY,9/9/2020
605,14.9211,14.7951,JPY,9/8/2020
606,14.934,14.8038,JPY,9/7/2020
607,14.9362,14.8125,JPY,9/6/2020
608,14.9155,14.7924,JPY,9/3/2020
609,14.9697,14.849,JPY,9/2/2020
610,15.0411,14.9187,JPY,9/1/2020
611,15.0261,14.9025,JPY,8/31/2020
612,15.1191,14.9887,JPY,8/30/2020
